Номер_групи;Назва_групи;Назва_групи_укр;Ідентифікатор_групи;Номер_батьківської_групи;Ідентифікатор_батьківської_групи;HTML_заголовок_групи;HTML_заголовок_групи_укр;HTML_опис_групи;HTML_опис_групи_укр;Опис_групи_до_списку_товарних_позицій;Опис_групи_до_списку_товарних_позицій_укр;Опис_групи_після_списку_товарних_позицій;Опис_групи_після_списку_товарних_позицій_укр;Посилання_зображення_групи
81160436;Молибден;Молібден;81160436;136052057;136052057;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Биодобавка молибден является важным минералом, необходимым для поддержания здоровья организма. Его особенности включают участие в процессах обмена веществ, таких как образование аминокислот и детоксикация организма от токсичных веществ. Молибден играет ключевую роль в метаболизме серы и углерода, а также в синтезе ферментов, необходимых для нормальной работы организма.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Біодобавка молібден є важливим мінералом, необхідним підтримки здоров&#39;я організму. Його особливості включають участь у процесах обміну речовин, таких як утворення амінокислот та детоксикація організму від токсичних речовин. Молібден відіграє ключову роль у метаболізмі сірки та вуглецю, а також у синтезі ферментів, необхідних для нормальної роботи організму.</span></p>";;;https://images.prom.ua/6167721640_molibden.jpg
81160440;Селен;Селен;81160440;136052057;136052057;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Селен - это микроэлемент, необходимый для здоровья. Его особенности включают поддержку иммунной системы, защиту от окислительного стресса, улучшение работы щитовидной железы. Селен способствует борьбе с воспалениями, принимает участие в процессах роста и регенерации клеток, а также снижает риск развития хронических заболеваний. Благодаря своим антиоксидантным свойствам, селен защищает клетки от повреждений, связанных с возрастом и воздействием свободных радикалов. Ежедневное потребление селена способствует укреплению иммунитета, замедлению процессов старения и улучшению общего состояния организма.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Селен &ndash; це мікроелемент, необхідний для здоров&#39;я. Його особливості включають підтримку імунної системи, захист від окислювального стресу, покращення роботи щитовидної залози. Селен сприяє боротьбі із запаленнями, бере участь у процесах росту та регенерації клітин, а також знижує ризик розвитку хронічних захворювань. Завдяки своїм антиоксидантним властивостям, селен захищає клітини від ушкоджень, пов&#39;язаних із віком та впливом вільних радикалів. Щоденне споживання селену сприяє зміцненню імунітету, уповільненню процесів старіння та покращенню загального стану організму.</span></p>";;;https://images.prom.ua/3890105288_selen.jpg
81160449;Хром;Хром;81160449;136052057;136052057;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Хром &ndash; важный микроэлемент, участвующий в регуляции обмена углеводов и жиров в организме. Хром биодобавка является источником хрома, который может помочь в нормализации уровня сахара в крови, а также улучшить чувствительность к инсулину. Это особенно важно для людей с диабетом или проблемами с обменом веществ. Кроме того, хром может помочь в контроле аппетита, что способствует снижению веса.&nbsp;</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Хром &ndash; важливий мікроелемент, який бере участь у регуляції обміну вуглеводів та жирів в організмі. Хром біодобавка є джерелом хрому, який може допомогти у нормалізації рівня цукру в крові, а також покращити чутливість до інсуліну. Це особливо важливо для людей з діабетом або проблемами обміну речовин. Крім того, хром може допомогти у контролі апетиту, що сприяє зниженню ваги.</span></p>";;;https://images.prom.ua/3890125929_hrom.jpg
81160451;Цинк;Цинк;81160451;136052057;136052057;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Биодобавка цинк имеет множество особенностей и благоприятно влияет на организм. Цинк играет важную роль в иммунной системе, помогает в борьбе с вирусами и инфекциями. Он необходим для правильного функционирования мозга, улучшает память и концентрацию. Цинк способствует усвоению железа, укрепляет кожу, волосы и ногти. Также он участвует в процессе роста и развития клеток, помогает справляться со стрессом и улучшает качество сна. Поэтому биодобавка цинк является важным элементом для поддержания здоровья организма.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Біодобавка цинк має безліч особливостей та сприятливо впливає на організм. Цинк відіграє важливу роль в імунній системі, допомагає у боротьбі з вірусами та інфекціями. Він необхідний для правильного функціонування мозку, покращує пам&#39;ять та концентрацію. Цинк сприяє засвоєнню заліза, зміцнює шкіру, волосся та нігті. Також він бере участь у процесі росту та розвитку клітин, допомагає справлятися зі стресом та покращує якість сну. Тому біодобавка цинк є важливим елементом підтримки здоров&#39;я організму.</span></p>";;;https://images.prom.ua/3890172882_tsink.jpg
81160454;Комплексы микроэлементов;Комплекси мікроелементів;81160454;136052057;136052057;;;;;;;;;https://images.prom.ua/6167723011_kompleksy-mikroelementov.jpg
81301324;Гиалуроновая кислота;Гіалуронова кислота;81301324;136052335;136052335;;;;;"<p style=""text-align:center"">Гиалуроновая кислота - это вещество, которое естественным образом присутствует в организме человека и играет важную роль в увлажнении и упругости кожи. Гиалуроновая кислота привлекает и удерживает влагу, что помогает предотвратить обезвоживание и обеспечить кожу молодым видом. Многие люди используют гиалуроновую кислоту как добавку в косметических и антивозрастных продуктах для улучшения состояния кожи. Также существуют оральные добавки гиалуроновой кислоты, которые могут помочь увлажнить кожу изнутри.&nbsp;</p>";"<p style=""text-align:center"">Гіалуронова кислота - це речовина, яка природним чином присутня в організмі людини і відіграє важливу роль у зволоженні та пружності шкіри. Гіалуронова кислота привертає й утримує вологу, що допомагає запобігти зневодненню і забезпечити шкіру молодим виглядом. Багато людей використовують гіалуронову кислоту як добавку в косметичних і антивікових продуктах для поліпшення стану шкіри. Також існують оральні добавки гіалуронової кислоти, які можуть допомогти зволожити шкіру зсередини.&nbsp;</p>";;;https://images.prom.ua/2136827803_gialuronovaya-kislota.jpg
81301328;Коэнзим Q10 и Убихинол;Коензим Q10 і Убіхінол;81301328;136052335;136052335;;;;;;;;;https://images.prom.ua/2136828209_koenzim-q10-i.jpg
81301337;Омега 3 (Рыбий жир);Омега-3 (Риб`ячий жир);81301337;136052335;136052335;;;;;;;;;https://images.prom.ua/2136829836_omega-3-rybij.jpg
81301338;Омега 3-6-9 (комплексы);Омега 3-6-9 (комплекси);81301338;81301337;81301337;;;;;"<p style=""text-align:center""><span style=""font-size:16px""><strong>Омега-3, омега-6 и омега-9</strong> являются типами жирных кислот, которые необходимы для здоровья организма. <strong>Омега-3</strong> наиболее важна для мозга, глаз и сердечно-сосудистой системы. Она встречается в рыбьем жире, льняном масле и орехах. <strong>Омега-6</strong> необходима для здоровья кожи, волос и равновесия гормонов. Ее можно найти в растительных маслах, орехах и семенах. <strong>Омега-9 </strong>также важна для сердца, печени и сосудов, и встречается в растительных маслах, оливковом и арахисовом. Балансированное сочетание этих жирных кислот помогает снизить воспаление в организме, улучшить кожное состояние, поддержать здоровье сердца и мозга, а также снизить риск развития хронических заболеваний. Употребление продуктов, богатых омега-3-6-9, способствует общему улучшению организма и продлению жизни.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px""><strong>Омега-3, омега-6 і омега-9 </strong>є типами жирних кислот, які необхідні для здоров&#39;я організму. <strong>Омега-3 </strong>найбільш важлива для мозку, очей і серцево-судинної системи. Вона зустрічається в риб&#39;ячому жирі, лляній олії та горіхах. <strong>Омега-6</strong> необхідна для здоров&#39;я шкіри, волосся і рівноваги гормонів. Її можна знайти в рослинних оліях, горіхах і насінні.<strong> Омега-9</strong> також важлива для серця, печінки та судин, і зустрічається в рослинних оліях, оливковій та арахісовій. Балансоване поєднання цих жирних кислот допомагає знизити запалення в організмі, поліпшити стан шкіри, підтримати здоров&#39;я серця і мозку, а також знизити ризик розвитку хронічних захворювань. Вживання продуктів, багатих на омега-3-6-9, сприяє загальному поліпшенню організму і продовженню життя.</span></p>";;;https://images.prom.ua/3229540531_omega-3-6-9-kompleksy.jpg
81301363;Омега для вегетарианцев;Омега для вегетаріанців;81301363;81301337;81301337;;;;;"<p style=""text-align:center""><span style=""font-size:16px""><span style=""font-size:16px"">Омега-3 для вегетарианцев играет важную роль, так как растительные источники жирных кислот, такие как льняное масло, чиа или семена конопли, содержат альфа-линоленовую кислоту, которая потом превращается в эйкозапентаеновую (EPA) и докозагексаеновую (DHA). Эти кислоты важны для мозга, глаз и сердца, а также для укрепления иммунитета и снижения воспаления в организме. Омега-3 также улучшает память, концентрацию и настроение, а также снижает риск сердечно-сосудистых заболеваний и депрессии. Поэтому вегетарианцам важно употреблять достаточное количество омега-3 путем употребления растительных продуктов богатых этими кислотами.</span></span></p>";"<p style=""text-align:center""><span style=""font-size:16px""><span style=""font-size:16px"">Омега-3 для вегетаріанців відіграє важливу роль, оскільки рослинні джерела жирних кислот, такі як лляна олія, чіа або насіння конопель, містять альфа-ліноленову кислоту, яка потім перетворюється на ейкозапентаєнову (EPA) і докозагексаєнову (DHA). Ці кислоти важливі для мозку, очей і серця, а також для зміцнення імунітету і зниження запалення в організмі. Омега-3 також покращує пам&#39;ять, концентрацію і настрій, а також знижує ризик серцево-судинних захворювань і депресії. Тому вегетаріанцям важливо вживати достатню кількість омега-3 шляхом вживання рослинних продуктів, багатих на ці кислоти.</span></span></p>";;;https://images.prom.ua/3229546945_omega-dlya-vegetariantsev.jpg
81301367;Кости и суставы;Бади для кісток та суглобів;81301367;136052335;136052335;;;;;;;;;https://images.prom.ua/2136832009_kosti-i-sustavy.jpg
81301567;Комплексы для здоровья суставов;Комплекси для здоров'я суглобів;81301567;81301367;81301367;;;;;;;;;https://images.prom.ua/3229550527_kompleksy-dlya-zdorovya.jpg
81301610;Комплексы для здоровья костей;Комплекси для здоров'я кісток;81301610;81301367;81301367;;;;;;;;;https://images.prom.ua/3229553352_kompleksy-dlya-zdorovya.jpg
81301615;Глюкозамин и Хондроитин;Глюкозамін і Хондроїтин;81301615;81301367;81301367;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Глюкозамин и хондроитин - это популярные добавки, которые используются для укрепления суставов и хрящей. Глюкозамин способствует образованию суставного хряща, укрепляет суставы и уменьшает боли при суставных заболеваниях. Хондроитин помогает сохранить гибкость хрящей, уменьшает воспаление и болевые ощущения. Обе добавки считаются безопасными и могут быть полезными для укрепления суставов и улучшения мобильности.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Глюкозамін і хондроїтин - це популярні добавки, які використовують для зміцнення суглобів і хрящів. Глюкозамін сприяє утворенню суглобового хряща, зміцнює суглоби та зменшує біль у разі суглобових захворювань. Хондроїтин допомагає зберегти гнучкість хрящів, зменшує запалення і больові відчуття. Обидві добавки вважаються безпечними і можуть бути корисними для зміцнення суглобів і поліпшення мобільності.</span></p>";;;https://images.prom.ua/3229554733_glyukozamin-i-hondroitin.jpg
81301634;Акулий жир и хрящ;Акулячий жир і хрящ;81301634;81301367;81301367;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Акулий хрящ - это добавка, содержащая экстракт хрящей акулы. Она широко используется как источник хондроитина и глюкозамина, которые являются важными компонентами для здоровья суставов. Акулий хрящ может помочь укрепить хрящи, снизить воспаление и болевые ощущения в суставах, а также улучшить подвижность и гибкость. Считается, что эта добавка может быть полезна для людей с заболеваниями суставов, такими как остеоартрит.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Акулячий хрящ - це добавка, що містить екстракт хрящів акули. Вона широко використовується як джерело хондроїтину і глюкозаміну, які є важливими компонентами для здоров&#39;я суглобів. Акулячий хрящ може допомогти зміцнити хрящі, знизити запалення і больові відчуття в суглобах, а також поліпшити рухливість і гнучкість. Вважається, що ця добавка може бути корисною для людей із захворюваннями суглобів, такими як остеоартрит.</span></p>";;;https://images.prom.ua/3229562840_akulij-zhir-i.jpg
81302191;Комплексы для улучшения пищеварения;Комплекси для поліпшення травлення;81302191;136262425;136262425;;;;;;;;;https://images.prom.ua/3229584609_kompleksy-dlya-uluchsheniya.jpg
81302196;Бетаин HCL (Триметилглицин);Бетаїн HCL (Триметилгліцин);81302196;136262425;136262425;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Бетаин триметилглицин, или просто бетаин, является органическим соединением, которое обычно производится из свеклы. Этот компонент имеет ряд положительных свойств для организма. Во-первых, бетаин помогает улучшить пищеварение, поддерживает здоровье печени и обеспечивает эффективное усвоение пищи. Он также способствует снижению уровня гомоцистеина в крови, что важно для сердечно-сосудистого здоровья. Бетаин также может улучшить обмен веществ и помочь в управлении весом. Кроме того, он играет роль в поддержании здоровой кожи, волос и ногтей.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Бетаїн триметилгліцин, або просто бетаїн, є органічною сполукою, яка зазвичай виробляється з буряка. Цей компонент має низку позитивних властивостей для організму. По-перше, бетаїн допомагає поліпшити травлення, підтримує здоров&#39;я печінки та забезпечує ефективне засвоєння їжі. Він також сприяє зниженню рівня гомоцистеїну в крові, що важливо для серцево-судинного здоров&#39;я. Бетаїн також може поліпшити обмін речовин і допомогти в управлінні вагою. Крім того, він відіграє роль у підтримці здорової шкіри, волосся і нігтів.</span></p>";;;https://images.prom.ua/3229586128_betain-hcl-trimetilglitsin.jpg
81302205;Пробиотики;Пробіотики;81302205;136262425;136262425;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Пробиотики - это микроорганизмы, которые полезно влияют на здоровье организма, особенно на пищеварительную систему. Они помогают поддерживать баланс микрофлоры в кишечнике и укрепляют иммунитет. Пробиотики могут улучшать пищеварение, снижать воспаление, улучшать абсорбцию питательных веществ и даже влиять на настроение. Виды пробиотиков включают бактерии, такие как Lactobacillus и Bifidobacterium, а также дрожжи, например, Saccharomyces boulardii. Добавка пробиотики может быть полезной для людей, страдающих дисбактериозом, после приема антибиотиков или для общего улучшения пищеварения.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Пробіотики - це мікроорганізми, які корисно впливають на здоров&#39;я організму, особливо на травну систему. Вони допомагають підтримувати баланс мікрофлори в кишечнику і зміцнюють імунітет. Пробіотики можуть покращувати травлення, знижувати запалення, покращувати абсорбцію поживних речовин і навіть впливати на настрій. Види пробіотиків включають бактерії, такі як Lactobacillus і Bifidobacterium, а також дріжджі, наприклад, Saccharomyces boulardii. Добавка пробіотиків може бути корисною для людей, які страждають на дисбактеріоз, після приймання антибіотиків або для загального поліпшення травлення.</span></p>";;;https://images.prom.ua/3229590626_probiotiki.jpg
81302209;Клетчатка;Клітковина;81302209;136262425;136262425;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Добавка клетчатка пребиотики представляет собой комплексный продукт, который содержит как клетчатку, так и пребиотики - специальные вещества, подталкивающие рост полезных бактерий в кишечнике. Клетчатка помогает в нормализации работы кишечника, улучшает перистальтику и предотвращает запоры. Пребиотики, в свою очередь, улучшают пищеварение, укрепляют иммунитет и помогают в борьбе с вредными микроорганизмами. Добавка, сочетающая в себе эти два компонента, способствует не только улучшению пищеварения, но и общему здоровью организма. Кроме того, она может помочь снизить уровень холестерина в крови и поддерживать нормальный уровень сахара.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Добавка клітковина пребіотики є комплексним продуктом, який містить як клітковину, так і пребіотики - спеціальні речовини, що підштовхують ріст корисних бактерій у кишечнику. Клітковина допомагає в нормалізації роботи кишківника, покращує перистальтику і запобігає закрепам. Пребіотики, своєю чергою, покращують травлення, зміцнюють імунітет і допомагають у боротьбі зі шкідливими мікроорганізмами. Добавка, що поєднує в собі ці два компоненти, сприяє не тільки поліпшенню травлення, а й загальному здоров&#39;ю організму. Крім того, вона може допомогти знизити рівень холестерину в крові та підтримувати нормальний рівень цукру.</span></p>";;;https://images.prom.ua/3229587771_kletchatka.jpg
81302214;Ферменты и энзимы;Ферменти та ензими;81302214;136262425;136262425;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Ферменты, или энзимы, являются белками, которые играют важную роль в химических реакциях в организме. Они помогают ускорить химические процессы, не изменяя самих реакций. Ферменты не расходуются в процессе реакции и могут использоваться многократно. Они необходимы для пищеварения, синтеза белков, усвоения питательных веществ и других жизненно важных процессов.</span></p>
<p style=""text-align:center""><span style=""font-size:16px"">Ферменты имеют разнообразные функции и классифицируются по типу реакции, которую они катализируют. Некоторые известные виды ферментов включают протеазы, которые расщепляют белки, липазы, которые разлагают жиры, и амилазы, отвечающие за расщепление углеводов. Недостаток ферментов в организме может привести к различным проблемам, включая пищеварительные расстройства. Поэтому важно употреблять питание, богатое ферментами, и поддерживать их уровень в организме.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Ферменти, або ензими, є білками, які відіграють важливу роль у хімічних реакціях в організмі. Вони допомагають прискорити хімічні процеси, не змінюючи самих реакцій. Ферменти не витрачаються в процесі реакції і можуть використовуватися багаторазово. Вони необхідні для травлення, синтезу білків, засвоєння поживних речовин та інших життєво важливих процесів.</span></p>
<p style=""text-align:center""><span style=""font-size:16px"">Ферменти мають різноманітні функції та класифікуються за типом реакції, яку вони каталізують. Деякі відомі види ферментів включають протеази, які розщеплюють білки, ліпази, які розкладають жири, і амілази, що відповідають за розщеплення вуглеводів. Нестача ферментів в організмі може призвести до різних проблем, включно з травними розладами. Тому важливо вживати харчування, багате ферментами, і підтримувати їхній рівень в організмі.</span></p>";;;https://images.prom.ua/3229593695_fermenty-i-enzimy.jpg
81302218;БАДы для нормализации уровня сахара;БАДи для нормалізації рівня цукру;81302218;136262425;136262425;;;;;;;;;https://images.prom.ua/3229597139_bady-dlya-normalizatsii.jpg
81302566;Комплексы детоксикации;Комплекси детоксикації;81302566;113587347;113587347;;;;;;;;;https://images.prom.ua/3229603742_kompleksy-detoksikatsii.jpg
81302569;Силимарин (Расторопша);Силімарин (Розторопша);81302569;113587347;113587347;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Силимарин (или расторопша) - это натуральное вещество, получаемое из семян растения расторопши. Он широко известен своими мощными антиоксидантными свойствами и способностью защищать печень. Силимарин считается эффективным средством для улучшения функции печени и снижения уровня вредных токсинов в организме. Он также может помочь в борьбе с воспалительными процессами, повысить уровень антиоксидантов в организме и стимулировать обмен веществ. Поэтому природные добавки на основе силимарина могут быть полезны для поддержания здоровой печени и общего благополучия организма.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Силімарин (або розторопша) - це натуральна речовина, яку отримують із насіння рослини розторопші. Він широко відомий своїми потужними антиоксидантними властивостями і здатністю захищати печінку. Силімарин вважається ефективним засобом для поліпшення функції печінки і зниження рівня шкідливих токсинів в організмі. Він також може допомогти в боротьбі із запальними процесами, підвищити рівень антиоксидантів в організмі та стимулювати обмін речовин. Тому природні добавки на основі силімарину можуть бути корисними для підтримання здорової печінки та загального благополуччя організму.</span></p>";;;https://images.prom.ua/3229606706_silimarin-rastoropsha.jpg
81302850;Сердце и сосуды;Серце та судини;81302850;136052335;136052335;;;;;;;;;https://images.prom.ua/2136836773_serdtse-i-sosudy.jpg
81302854;Комплексы поддержки здоровья сердца и сосудов;Комплекси підтримки здоров'я серця й судин;81302854;81302850;81302850;;;;;;;;;https://images.prom.ua/3229621872_kompleksy-podderzhki-zdorovya.jpg
81303507;Артериальное давление;Артеріальний тиск;81303507;81302850;81302850;;;;;;;;;https://images.prom.ua/3229625778_arterialnoe-davlenie.jpg
81303512;Снижение уровня холестерина;Зниження рівня холестерину;81303512;81302850;81302850;;;;;;;;;https://images.prom.ua/3229628796_snizhenie-urovnya-holesterina.jpg
81303514;Наттокиназа;Наттокиназа;81303514;81302850;81302850;;;;;;;;;https://images.prom.ua/6061706371_nattokinaza.jpg
81303660;Иммунитет;Імунітет;81303660;136052335;136052335;;;;;;;;;https://images.prom.ua/2136839254_immunitet.jpg
81303668;Комплексы для иммунитета;Комплекси для імунітету;81303668;81303660;81303660;;;;;;;;;https://images.prom.ua/3229632942_kompleksy-dlya-immuniteta.jpg
81303670;Колострум;Колострум;81303670;81303660;81303660;;;;;;;;;https://images.prom.ua/3229634716_kolostrum.jpg
81304097;Эхинацея;Ехінацея;81304097;81303660;81303660;;;;;;;;;https://images.prom.ua/3229636644_ehinatseya.jpg
81304098;Витамин С;Вітамін С;81304098;136052057;136052057;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Витамин C, или аскорбиновая кислота, является мощным антиоксидантом, который играет важную роль в функционировании иммунной системы, производстве коллагена, усвоении железа и заживлении ран. Биодобавки витамина C могут помочь улучшить общее состояние организма, повысить устойчивость к инфекциям, сократить время заболевания и ускорить процесс заживления тканей.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Вітамін C, або аскорбінова кислота, є потужним антиоксидантом, який відіграє важливу роль у функціонуванні імунної системи, виробництві колагену, засвоєнні заліза та загоєнні ран. Біодобавки вітаміну C можуть допомогти покращити загальний стан організму, підвищити стійкість до інфекцій, скоротити час захворювання та прискорити процес загоєння тканин.</span></p>";;;https://images.prom.ua/3229637940_vitamin-s.jpg
81304107;Бузина;Бузина;81304107;81303660;81303660;;;;;;;;;https://images.prom.ua/6167723140_buzina.jpg
81304145;Почки и мочеполовая система;Нирки та сечостатева система;81304145;136052335;136052335;;;;;;;;;https://images.prom.ua/2136853117_pochki-i-mochepolovaya.jpg
81304146;Комплексы поддержки;Комплекси підтримки;81304146;81304145;81304145;;;;;;;;;https://images.prom.ua/3229640366_kompleksy-podderzhki.jpg
81304148;Манноза;Маноза;81304148;81304145;81304145;;;;;;;;;https://images.prom.ua/3229641645_mannoza.jpg
81304179;Клюква;Журавлина;81304179;81304145;81304145;;;;;;;;;https://images.prom.ua/3229643034_klyukva.jpg
81304217;Память и работа мозга;Пам'ять і робота мозку;81304217;136052335;136052335;;;;;;;;;https://images.prom.ua/2136849699_pamyat-i-rabota.jpg
81304218;Концентрация и внимание;Концентрація та увага;81304218;81304217;81304217;;;;;;;;;https://images.prom.ua/3229645152_kontsentratsiya-i-vnimanie.jpg
81304220;Улучшение памяти;Поліпшення пам'яті;81304220;81304217;81304217;;;;;;;;;https://images.prom.ua/3229646150_uluchshenie-pamyati.jpg
81304224;Против стресса;Проти стресу;81304224;81304217;81304217;;;;;;;;;https://images.prom.ua/3229647518_protiv-stressa.jpg
81304230;Фосфолипиды;Фосфоліпіди;81304230;81304217;81304217;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Фосфолипиды - это класс липидов, который играет ключевую роль в составе клеточных мембран. Они состоят из глицерина, двух жирных кислот и фосфатной группы. Фосфолипиды включают фосфатидилхолин, фосфатидилсерин, фосфатидилэтаноламин и другие. Добавка фосфолипидов может иметь пользу для организма, включая поддержку здоровья клеточных мембран, улучшение памяти и мозговой функции, снижение уровня холестерина, укрепление иммунитета и даже защиту печени.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Фосфоліпіди &ndash; це клас ліпідів, який відіграє ключову роль у складі клітинних мембран. Вони складаються з гліцерину, двох жирних кислот та фосфатної групи. Фосфоліпіди включають фосфатидилхолін, фосфатидилсерин, фосфатидилетаноламін та інші. Добавка фосфоліпідів може мати користь для організму, включаючи підтримку здоров&#39;я клітинних мембран, покращення пам&#39;яті та мозкової функції, зниження рівня холестерину, зміцнення імунітету та навіть захист печінки.</span></p>";;;https://images.prom.ua/3229650420_fosfolipidy.jpg
81304233;ДМАЭ;ДМАЕ;81304233;81304217;81304217;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">ДМАЭ, или диметиламинэтанол, является органическим соединением, которое используется в качестве добавки в различных продуктах. Оно часто добавляется в косметику и пищевые добавки из-за своих свойств, способствующих улучшению кожного состояния и стимулированию умственной активности.</span></p>
<p style=""text-align:center""><span style=""font-size:16px"">Добавка ДМАЭ ассоциируется с уменьшением морщин и улучшением тонуса кожи благодаря своему свойству увеличивать коллаген в клетках. ДМАЭ может помочь улучшить функции мозга и память за счет его влияния на нейротрансмиттеры в мозгу.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">ДМАЕ, або диметиламінетанол, є органічною сполукою, яка використовується як добавка в різних продуктах. Воно часто додається в косметику та харчові добавки через свої властивості, що сприяють покращенню шкірного стану та стимулюванню розумової активності.</span></p>
<p style=""text-align:center""><span style=""font-size:16px"">Добавка ДМАЕ асоціюється зі зменшенням зморшок та покращенням тонусу шкіри завдяки своїй властивості збільшувати колаген у клітинах. ДМАЕ може допомогти покращити функції мозку та пам&#39;ять за рахунок його впливу на нейротрансмітери в мозку.</span></p>";;;https://images.prom.ua/3229651640_dmae.jpg
81304235;Гинкго Билоба;Гінкго Білоба;81304235;81304217;81304217;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Гинкго билоба - это растение, которое часто используется как добавка к пище или лекарственное средство. Одним из основных преимуществ Гинкго билоба является его способность улучшать кровообращение и стимулировать мозговую активность. Гинкго билоба может помочь улучшить память, концентрацию и когнитивные функции. Кроме того, он обладает антиоксидантными свойствами, защищающими клетки от повреждений. Гинкго билоба также может помочь снизить уровень стресса и улучшить настроение.</span></p>
<p>&nbsp;</p>";"<p style=""text-align:center""><span style=""font-size:16px"">Гінкго білоба - це рослина, яка часто використовується як добавка до їжі або лікарський засіб. Однією з основних переваг Гінкго білоба є його здатність покращувати кровообіг та стимулювати мозкову активність. Гінкго білоба може допомогти покращити пам&#39;ять, концентрацію та когнітивні функції. Крім того, він має антиоксидантні властивості, що захищають клітини від пошкоджень. Гінкго білоба також може допомогти знизити рівень стресу та покращити настрій.</span></p>";;;https://images.prom.ua/3229654038_ginkgo-biloba.jpg
